publish_date,headline_category,headline_text,commodity,sentiment_positive,sentiment_neutral,sentiment_negative,sentiment_label,price_direction_override_applied
2015-02-05,city.nashik,Avg onion price up 15% in a week at Lasalgaon,Onion,0.018673446029424667,0.027960676699876785,0.9533658623695374,negative,True
2015-02-15,city.nashik,Onion export down in first half of fiscal,Onion,0.014731431379914284,0.021959658712148666,0.9633089303970337,negative,False
2015-02-17,life-style.health-fitness.diet,How to get rid of bad breath after having onion,Onion,0.044316187500953674,0.904178261756897,0.05150548368692398,neutral,False
2015-02-17,unknown,DIET: How to get rid of bad breath after having onion,Onion,0.03706984221935272,0.9199967980384827,0.04293331876397133,neutral,False
2015-02-17,city.nashik,Utilise price stability fund to control onion prices,Onion,0.06208083778619766,0.9189915060997009,0.018927665427327156,neutral,False
2015-02-17,city.thiruvananthapuram,Recreating Virgin Mary and Jesus in onion peel collage,Onion,0.02929176762700081,0.9312172532081604,0.03949101269245148,neutral,False
2015-02-26,city.nashik,Supply rises; onion prices drop by 18%,Onion,0.05957911163568497,0.015176943503320217,0.9252438545227051,negative,False
2015-02-26,city.nashik,Onion traders lobby for wagon freight as per actual weight,Onion,0.06810127198696136,0.9145321249961853,0.017366556450724602,neutral,False
2015-03-09,life-style.health-fitness.health-news,Onion extract lowers high blood sugar; cholesterol,Onion,0.829578161239624,0.15119852125644684,0.019223304465413094,positive,False
2015-03-12,city.madurai,Falling small onion prices leave farmers teary-eyed,Onion,0.009425759315490723,0.021436655893921852,0.9691376090049744,negative,False
2015-03-13,city.nashik,Avg wholesale onion prices at Lasalgaon increase marginally,Onion,0.9513342976570129,0.022797737270593643,0.025868048891425133,positive,False
2015-03-14,city.nashik,Rain damages crops on 2;414 ha; onion and wheat worst affected,Onion,0.009517885744571686,0.024366725236177444,0.966115415096283,negative,False
2015-03-16,india,Govt to stock up on onion; potato to tame price rise,Onion,0.01339670643210411,0.35434624552726746,0.6322570443153381,negative,True
2015-03-24,city.nashik,Onion prices at Lasalgaon APMC decline 37% in 7 days,Onion,0.014125757850706577,0.012262925505638123,0.9736113548278809,negative,False
2015-03-29,business.india-business,Onion export declines by 11.44 per cent in first three quarters of 2014-15,Onion,0.010742170736193657,0.016069399192929268,0.9731884598731995,negative,False
2015-04-10,city.nashik,MEP cut to $250/tonne to boost onion exports,Onion,0.7686995267868042,0.09752877056598663,0.13377168774604797,positive,False
2015-04-14,city.nashik,Wholesale onion prices decline,Onion,0.024302324280142784,0.9042811989784241,0.07141652703285217,neutral,False
2015-04-23,city.nashik,Onion export declined by 19.20% due to policy decisions; crop delay,Onion,0.011092052794992924,0.019303517416119576,0.9696043729782104,negative,False
2015-05-07,india,Red onion crop loss reduces Karnataka farmers to tears,Onion,0.031916543841362,0.05064588785171509,0.9174374938011169,negative,False
2015-05-07,home.science,Now; muscles created from onion cells,Onion,0.03635621443390846,0.9364657998085022,0.027177974581718445,neutral,False
2015-05-09,city.allahabad,An onion a day; keeps the doctor away,Onion,0.03400946035981178,0.8125221133232117,0.15346843004226685,neutral,False
2015-05-16,india,Average wholesale onion prices up 10%,Onion,0.02629823051393032,0.03751105070114136,0.936190664768219,negative,True
2015-05-26,city.nashik,Onion exports drop due to MEP hike; crop delay,Onion,0.009972120635211468,0.020170513540506363,0.969857394695282,negative,False
2015-06-05,city.nashik,Onion price jump 24% in a week at Lasalgaon,Onion,0.10615316033363342,0.13357114791870117,0.760275661945343,negative,True
2015-06-11,city.nashik,Marginal decline in average wholesale onion prices at Lasalgaon,Onion,0.02990530990064144,0.012667438946664333,0.9574272632598877,negative,False
2015-06-13,city.nashik,Onion export declines by 20% in 2014-15,Onion,0.010552083142101765,0.01689644530415535,0.9725514054298401,negative,False
2015-06-14,sports.football.copa-america-2015,Uruguay down Jamaica as 'Onion' strikes in Copa America,Onion,0.02651248872280121,0.08267676085233688,0.8908107280731201,negative,False
2015-06-27,business.india-business,Govt raises minimum export price of onion by $175,Onion,0.5091888308525085,0.4385973811149597,0.05221380293369293,positive,False
2015-06-28,city.nashik,Hike in MEP to affect country's onion export,Onion,0.3342714309692383,0.3192085921764374,0.34651997685432434,negative,False
2015-07-02,india,Cabinet extends onion stock limits for one year to curb prices,Onion,0.11088190972805023,0.4498746395111084,0.43924346566200256,neutral,False
2015-07-06,life-style.food.quick-food,Sunday Special Recipe: Onion paratha,Onion,0.03513440117239952,0.9323448538780212,0.032520685344934464,neutral,False
2015-07-09,city.navimumbai,10 years on; APMC onion-potato market remains 'dangerous',Onion,0.01236358005553484,0.025379931554198265,0.9622565507888794,negative,False
2015-07-13,city.nashik,Onion auction at Lasalgaon up 32 per cent,Onion,0.7005470395088196,0.2554545998573303,0.043998293578624725,positive,False
2015-07-15,city.ahmedabad,Onion prices may rise by 10-15%: Assocham,Onion,0.23722200095653534,0.752061128616333,0.010716860182583332,neutral,False
2015-07-19,city.nashik,Drought-hit farmers hoard onion; prices up 20%,Onion,0.07110569626092911,0.026052750647068024,0.9028415679931641,negative,True
2015-07-23,business.india-business,Wholesale onion prices up 30% in three days at Nashik,Onion,0.017840832471847534,0.03608456626534462,0.9460746049880981,negative,True
2015-07-23,city.nashik,Wholesale onion prices up 30% in three days at Nashik,Onion,0.017840832471847534,0.03608456626534462,0.9460746049880981,negative,True
2015-07-23,city.nashik,Onion prices shoot up 30% in just three days,Onion,0.017950041219592094,0.05245622247457504,0.9295938014984131,negative,True
2015-07-24,city.goa,State feels the onion pinch,Onion,0.0710567757487297,0.9002447724342346,0.028698373585939407,neutral,False
2015-07-28,city.nashik,2;500 tonnes of onion heads for Delhi market,Onion,0.059794846922159195,0.915325939655304,0.024879243224859238,neutral,False
2015-07-29,city.nagpur,Onion rates bring tears; potatoes some cheer,Onion,0.07218430936336517,0.8984103202819824,0.029405362904071808,neutral,False
2015-08-01,city.pune,Onion prices rise over short supply,Onion,0.13333570957183838,0.37918370962142944,0.48748064041137695,negative,True
2015-08-01,city.nashik,NAFED to supply onion to 8 cities to meet shortage,Onion,0.509174108505249,0.47773855924606323,0.013087261468172073,positive,False
2015-08-02,city.mumbai,Onion prices continue to sting; despite govt efforts,Onion,0.5150314569473267,0.026771750301122665,0.4581967890262604,positive,False
2015-08-03,india,Onion prices up; govt to import 10;000 tonne,Onion,0.029179519042372704,0.0511355958878994,0.9196848273277283,negative,True
2015-08-03,city.nagpur,Onion prices on the rise again,Onion,0.2615896463394165,0.36331042647361755,0.37509989738464355,negative,True
2015-08-03,city.visakhapatnam,Onion prices touch 50 per kg in city,Onion,0.10334634780883789,0.856609582901001,0.04004409909248352,neutral,False
2015-08-03,city.ahmedabad,Supply crunch raises onion prices over Rs 60,Onion,0.036171212792396545,0.040294941514730453,0.9235339164733887,negative,False
2015-08-04,city.chandigarh,Onion prices shoot up,Onion,0.12735392153263092,0.5142095685005188,0.3584364950656891,neutral,False
2015-08-04,city.goa,Onion prices up by 30%,Onion,0.03312176838517189,0.050260573625564575,0.9166176319122314,negative,True
2015-08-05,delhi,Onion prices Rs 60 per kg; Delhi govt to sell cheaper,Onion,0.06923876702785492,0.9113258719444275,0.019435333088040352,neutral,False
2015-08-07,city.lucknow,Rains; poor supply make onion prices spiral,Onion,0.010436790063977242,0.03940808027982712,0.9501551389694214,negative,False
2015-08-08,city.nagpur,Onion at Rs 60/kg but traders hope for a dip next week,Onion,0.3948025107383728,0.28433889150619507,0.32085859775543213,positive,False
2015-08-08,city.goa,High onion rates turn Panaji vendors innovative,Onion,0.057590555399656296,0.06250116974115372,0.8799082636833191,negative,False
2015-08-08,city.delhi,BJP playing onion politics: AAP,Onion,0.05663473159074783,0.9139682650566101,0.02939704805612564,neutral,False
2015-08-12,city.delhi,Safal corrects onion prices,Onion,0.0718168318271637,0.8584810495376587,0.06970217078924179,neutral,False
2015-08-13,city.delhi,As onion price pinches; govt to cut it down to Rs 30,Onion,0.02050313912332058,0.0701865553855896,0.9093103408813477,negative,False
2015-08-14,city.nashik,Onion prices hit 22-month high at Lasalgaon,Onion,0.9183319807052612,0.058921489864587784,0.02274656482040882,positive,False
2015-08-16,entertainment.english.hollywood,Actress eats frogs; worms; but not onion,Onion,0.021133020520210266,0.8928924202919006,0.0859745517373085,neutral,False
2015-08-19,unknown,Why do I smell like onion? Dr Jamuna Pai explains,Onion,0.035693250596523285,0.9136625528335571,0.05064423382282257,neutral,False
2015-08-19,city.nashik,Onion prices triple in a month-and-a-half in Lasalgaon,Onion,0.7753635048866272,0.19443178176879883,0.030204763635993004,positive,False
2015-08-19,city.nagpur,Onion prices touch Rs 70 mark; set to go higher,Onion,0.8876048922538757,0.09215907007455826,0.020236138254404068,positive,False
2015-08-19,india,Centre orders onion imports; mulls increase in export price to bring prices under control,Onion,0.8088321685791016,0.042713284492492676,0.148454487323761,positive,False
2015-08-21,city.delhi,Onion prices may rise due to supply crunch,Onion,0.4050426483154297,0.10812437534332275,0.48683294653892517,negative,False
2015-08-21,city.ahmedabad,Rising onion prices in the Ahmedabad leave consumers teary-eyed,Onion,0.019571082666516304,0.03307868540287018,0.9473502039909363,negative,False
2015-08-21,city.nashik,Onion exports dip 8% at start of fiscal,Onion,0.035592760890722275,0.01732797734439373,0.9470793008804321,negative,False
2015-08-22,city.mumbai,Feeling the pinch: Onion prices hit Rs 70/kg,Onion,0.8385651111602783,0.1015150174498558,0.059919871389865875,positive,False
2015-08-22,city.ahmedabad,Onion tale: Supply drops; price soars,Onion,0.02988634817302227,0.041284628212451935,0.9288290143013,negative,False
2015-08-22,city.pune,Onion commands Rs 70/kg in city,Onion,0.27265089750289917,0.6837748289108276,0.043574266135692596,neutral,False
2015-08-22,city.ludhiana,Onion prices leave bitter taste for consumers,Onion,0.01600302755832672,0.08844105899333954,0.8955559134483337,negative,False
2015-08-22,business.india-business,Onion prices threaten to cross Rs 100 a kg in Delhi as stockists make a killing,Onion,0.03006899170577526,0.05110740661621094,0.9188235402107239,negative,False
2015-08-23,india,Two-pronged assault to control onion prices,Onion,0.16613496840000153,0.7817126512527466,0.0521523579955101,neutral,False
2015-08-23,city.delhi,Onion prices at nationwide high in Delhi despite no shortage in supply,Onion,0.8495041728019714,0.10184691846370697,0.0486488938331604,positive,False
2015-08-23,business.india-business,Two-pronged assault to control onion prices,Onion,0.16613496840000153,0.7817126512527466,0.0521523579955101,neutral,False
2015-08-23,city.nashik,Govt raid across dist to check onion hoarding,Onion,0.07463467866182327,0.3271634876728058,0.5982018113136292,negative,False
2015-08-23,city.bhubaneswar,Onion price touches 60 a kg in retail market,Onion,0.12816500663757324,0.8345312476158142,0.037303756922483444,neutral,False
2015-08-23,mocktale,Mocktale: Onion prices leaving people teary eyed,Onion,0.020135872066020966,0.13170906901359558,0.8481550812721252,negative,False
2015-08-24,city.nagpur,Onion prices may go further up this week,Onion,0.17165948450565338,0.16175615787506104,0.6665843725204468,negative,True
2015-08-24,city.hyderabad,Govt to continue onion sale at subsidized rate: Harish Rao,Onion,0.06428586691617966,0.9238414764404297,0.011872646398842335,neutral,False
2015-08-24,city.chandigarh,Rising high; onion prices go up again,Onion,0.022103484719991684,0.13078346848487854,0.8471130132675171,negative,True
2015-08-24,city.indore,Soaring onion prices bring tears to eyes of common man,Onion,0.10724525153636932,0.26157283782958984,0.6311819553375244,negative,False
2015-08-25,city.chennai,Onion prices up on supply cut; traders for Pak imports,Onion,0.3303971290588379,0.06512579321861267,0.604477047920227,negative,True
2015-08-25,city.kolhapur,Wholesale onion prices slide to 65 a kg,Onion,0.013425834476947784,0.027241308242082596,0.9593328833580017,negative,False
2015-08-25,city.pune,Spiralling onion prices await correction,Onion,0.16381970047950745,0.35612621903419495,0.4800540804862976,negative,False
2015-08-25,city.coimbatore,Onion prices soar to Rs 70 per kilo in 2 weeks; supply drops,Onion,0.1064479798078537,0.07615235447883606,0.8173996210098267,negative,True
2015-08-25,india,As onion prices soar; potato and tomato prices crash,Onion,0.11548899859189987,0.8302449584007263,0.0542660653591156,neutral,False
2015-08-25,india,Hoarders may be using storage facilities of farmers to create artificial onion scarcity,Onion,0.019197983667254448,0.39094042778015137,0.5898615717887878,negative,False
2015-08-26,city.delhi,Fresh onion stock to reach market; prices likely to fall,Onion,0.1786343902349472,0.13460855185985565,0.6867570281028748,negative,False
2015-08-26,city.goa,Now; onion price touches 70 per kg,Onion,0.10305406153202057,0.8744733929634094,0.02247261255979538,neutral,False
2015-08-26,city.kolhapur,Wholesale prices of onion decline to 58/kg in Kolhapur,Onion,0.017497705295681953,0.023978499695658684,0.9585237503051758,negative,False
2015-08-26,city.visakhapatnam,Onion prices touch 80 per kg in city,Onion,0.1299629956483841,0.836459219455719,0.033577729016542435,neutral,False
2015-08-26,city.madurai,Shallots; cabbages take onion's place as prices skyrocket,Onion,0.03806234896183014,0.3952248990535736,0.5667127370834351,negative,False
2015-08-27,city.nashik,Lasalgaon onion prices dip; stabilize at Rs 4;850 a quintal,Onion,0.043904151767492294,0.031427931040525436,0.9246679544448853,negative,False
2015-08-27,city.nashik,Onion stabilizes at Rs 4;850 a quintal,Onion,0.31153222918510437,0.514156699180603,0.174311101436615,neutral,False
2015-08-28,india,Bangladesh export adds to onion crisis,Onion,0.046295322477817535,0.08129289001226425,0.872411847114563,negative,False
2015-08-28,city.nashik,Lasalgaon onion prices dip Rs 100/quintal,Onion,0.02424992248415947,0.09778209775686264,0.8779679536819458,negative,False
2015-08-28,india,Centre okays import of 1;000 tonnes of onion; will reach India by Sep 10,Onion,0.5311534404754639,0.4564670920372009,0.012379450723528862,positive,False
2015-08-28,centre,Govt okays bids for 1k tonnes of onion import to check prices,Onion,0.1778479665517807,0.6661855578422546,0.15596647560596466,neutral,False
2015-08-31,city.nagpur,Onion from Nashik-Dhule is Rs70 a kg,Onion,0.053400129079818726,0.9291331171989441,0.017466727644205093,neutral,False
2015-08-31,city.chennai,Sales fall by 50% as onion prices continue to rise,Onion,0.008210557512938976,0.01666661538183689,0.9751228094100952,negative,False
2015-09-01,city.ahmedabad,Onion breaches 3-figure mark,Onion,0.014979694038629532,0.07978609949350357,0.9052342176437378,negative,False
2015-09-01,city.visakhapatnam,CPM stages protest over rising onion prices,Onion,0.023616131395101547,0.05435975641012192,0.922024130821228,negative,False
2015-09-01,city.jammu,Shiv Sena; Dogra Front protest hike in onion prices,Onion,0.23729872703552246,0.1003461629152298,0.6623550653457642,negative,False
2015-09-01,city.jaipur,Fall in demand stabilises onion prices,Onion,0.042588990181684494,0.05481968820095062,0.9025912284851074,negative,False
2015-09-02,city.jaipur,Guard; woman arrested for facilitating onion theft in Jaipur,Onion,0.015717744827270508,0.10500238835811615,0.8792799115180969,negative,False
2015-09-03,city.nashik,Onion prices up marginally; arrival of fresh crop begins,Onion,0.024535860866308212,0.024948878213763237,0.9505152702331543,negative,True
2015-09-05,city.visakhapatnam,Pricey onion the icing on mantri's b'day cake!,Onion,0.10625548660755157,0.8353623747825623,0.05838213115930557,neutral,False
2015-09-05,city.nashik,Poor monsoon to dry up kharif onion supply,Onion,0.12758603692054749,0.03926971182227135,0.8331442475318909,negative,False
2015-09-08,city.pune,Pune vegetable market shut as traders protest 400kg onion theft,Onion,0.023387987166643143,0.08895091712474823,0.8876610994338989,negative,False
2015-09-08,city.pune,Egyptian; Pune local onion bring little cheer,Onion,0.12447772175073624,0.8543714880943298,0.021150827407836914,neutral,False
2015-09-14,city.nagpur,Onion selling at Rs70 a kg; tur Rs150,Onion,0.054141830652952194,0.9251241087913513,0.020734090358018875,neutral,False
2015-09-14,city.navimumbai,Onion prices drop as new; cheaper produce hits market,Onion,0.01760225184261799,0.02988559566438198,0.9525121450424194,negative,False
2015-09-14,city.jaipur,Cong says govt insensitive to onion price hike,Onion,0.2120216339826584,0.15103454887866974,0.6369438171386719,negative,False
2015-09-16,city.visakhapatnam,CPM protests against high onion prices,Onion,0.06573870033025742,0.16163747012615204,0.7726238369941711,negative,False
2015-09-19,india,After onion; red gram brings tears to the eyes in Telangana,Onion,0.0516190268099308,0.8302820920944214,0.11809887737035751,neutral,False
2015-09-22,city.delhi,Capital runs low on onion stocks; eyes Afghan pie,Onion,0.011111251078546047,0.05398210510611534,0.934906542301178,negative,False
2015-09-23,city.madurai,Onion prices begin to fall in Madurai region,Onion,0.009886116720736027,0.021008124575018883,0.9691057205200195,negative,False
2015-09-24,city.delhi,ACB launches probe into onion scam,Onion,0.045418981462717056,0.5122871398925781,0.44229382276535034,neutral,False
2015-10-02,life-style.food.food-features,Onion prices make eateries weep,Onion,0.03127827122807503,0.8485936522483826,0.12012812495231628,neutral,False
2015-10-05,life-style.food.food-features,Mumbai is still crying over onion prices,Onion,0.06744317710399628,0.15142102539539337,0.7811357975006104,negative,False
2015-10-06,city.mumbai,New crop brings onion prices down in Mumbai,Onion,0.014039655216038227,0.02549642138183117,0.9604640007019043,negative,False
2015-10-06,city.nagpur,Transport strike ends with governmant assurance; onion prices steady due to good arrivals,Onion,0.8932005167007446,0.0542139932513237,0.05258544906973839,positive,False
2015-10-06,city.hubballi,Lorry strike hits onion trading,Onion,0.02577485330402851,0.14769437909126282,0.8265307545661926,negative,False
2015-10-08,city.nashik,Onion prices up 11% in a day as supply goes down,Onion,0.03203592449426651,0.03331105038523674,0.9346529841423035,negative,True
2015-10-09,life-style.food.food-features,Missing onion in your meals Try these tricks,Onion,0.029491432011127472,0.924347996711731,0.04616054147481918,neutral,False
2015-10-14,city.bhubaneswar,Odisha to increase onion production in kharif,Onion,0.8990094661712646,0.09254463762044907,0.00844590738415718,positive,False
2015-10-17,india,Volatility in onion prices can be managed through appropriate measures; says Niti Aayog member,Onion,0.4394378066062927,0.5494859218597412,0.0110763069242239,neutral,False
2015-10-20,city.nashik,Onion prices drop to 2;500/quintal at Lasalgaon,Onion,0.009914587251842022,0.021918343380093575,0.9681670665740967,negative,False
2015-10-28,city.aurangabad,Fresh onion crop in; but prices shoot,Onion,0.07623393088579178,0.09355910867452621,0.8302069902420044,negative,True
2015-11-06,city.nashik,At 2;100/quintal; onion prices hit season's low,Onion,0.881714940071106,0.027609990909695625,0.09067501872777939,positive,False
2015-11-29,city.nashik,Lasalgaon onion prices at record 4-month low,Onion,0.20299172401428223,0.44579067826271057,0.3512175679206848,neutral,False
2015-12-03,city.bengaluru,Rain brings down onion price; tomato remains expensive,Onion,0.014980781823396683,0.0779903456568718,0.9070287942886353,negative,False
2015-12-10,city.navimumbai,Onion prices plunge with fresh supply; further drop likely,Onion,0.01873987354338169,0.022424373775720596,0.958835780620575,negative,False
2015-12-11,city.nashik,Less export price hope stabilises onion prices,Onion,0.5809491872787476,0.31522801518440247,0.10382278263568878,positive,False
2015-12-15,city.nashik,Onion prices rise by 8.69% as MEP finally drops to US $400,Onion,0.06705345213413239,0.026283524930477142,0.9066629409790039,negative,False
2015-12-17,city.nashik,MEP cut fails to rein in falling onion prices,Onion,0.11122747510671616,0.0347907654941082,0.8539818525314331,negative,False
2015-12-22,city.nashik,Lasalgaon onion prices decline to six-month low,Onion,0.01646118424832821,0.01748514734208584,0.9660536646842957,negative,False
2015-12-25,business.india-business,Govt abolishes MEP on onion to boost exports,Onion,0.2870541512966156,0.6491951942443848,0.06375060230493546,neutral,False
2015-12-30,city.goa,Good tidings we bring! Onion prices may drop to 20/kg,Onion,0.008752582594752312,0.03132594749331474,0.9599214792251587,negative,False
2016-01-02,city.nashik,Onion export fell by almost 18% in first half of fiscal,Onion,0.0075763436034321785,0.01760789193212986,0.9748157262802124,negative,False
2016-01-12,world.us,Fox News claims Barack Obama used 'raw onion' to make him cry during gun control speech,Onion,0.03900301083922386,0.5069788098335266,0.45401814579963684,neutral,False
2016-01-31,city.nashik,Average wholesale onion prices record nine-month low @ Rs 950 per quintal at Lasalgaon,Onion,0.014775263145565987,0.040548838675022125,0.9446758031845093,negative,False
2016-02-08,life-style.food.food-features,Using spring onion in winter,Onion,0.04239950329065323,0.9308974146842957,0.02670310065150261,neutral,False
2016-02-09,city.nashik,Onion prices drop to 22-month low of 850 per quintal,Onion,0.007355879060924053,0.02354186214506626,0.9691022038459778,negative,False
2016-02-11,business.india-business,Onion prices crash to 2-year low; now at Rs 700 a quintal,Onion,0.032324060797691345,0.05101916939020157,0.9166568517684937,negative,False
2016-02-11,city.coimbatore,Bumper harvest halves small onion prices,Onion,0.07799573242664337,0.5537267923355103,0.36827749013900757,neutral,False
2016-02-12,city.nashik,Onion prices stabilise at 2-yr low,Onion,0.7118503451347351,0.135249063372612,0.15290065109729767,positive,False
2016-02-13,city.nashik,Central team reviews Lasalgaon onion price crash,Onion,0.036431457847356796,0.7035375833511353,0.26003098487854004,neutral,False
2016-02-14,city.nashik,Onion prices dip 33% in 12 days,Onion,0.05685913562774658,0.03734266757965088,0.9057981967926025,negative,False
2016-02-18,city.nashik,Onion buffer stock to curb scarcity,Onion,0.14308281242847443,0.8357646465301514,0.02115250937640667,neutral,False
2016-02-23,city.nashik,Summer onion crop trickles in at 900/quintal,Onion,0.3628900647163391,0.5996554493904114,0.03745440021157265,neutral,False
2016-02-26,city.nashik,Onion prices fall to two-year low of Rs 675/Q,Onion,0.009352180175483227,0.034552037715911865,0.956095814704895,negative,False
2016-03-08,city.nashik,Onion arrival at Lasalgaon set to go up,Onion,0.20129933953285217,0.7621917128562927,0.0365089550614357,neutral,False
2016-03-17,city.nashik,NAFED expands its onion storage capacity,Onion,0.9297003149986267,0.061093538999557495,0.009206073358654976,positive,False
2016-03-24,city.nashik,No onion auction for 12 days at Lasalgaon; mkt to reopen on April 4,Onion,0.04480024054646492,0.927000880241394,0.02819887548685074,neutral,False
2016-03-27,city.delhi,Onion exports fall 10% to 6.95 lakh tonnes in Apr-Dec,Onion,0.009894072078168392,0.016220977529883385,0.9738849997520447,negative,False
2016-04-05,city.nashik,Mathadi workers' day-long strike hits onion auction,Onion,0.018474938347935677,0.05029512941837311,0.9312299489974976,negative,False
2016-04-15,city.ahmedabad,Good yield in state to keep onion prices low,Onion,0.6957991719245911,0.26811525225639343,0.036085572093725204,positive,False
2016-04-16,city.bhopal,Bumper onion crop has farmers in tears,Onion,0.16771435737609863,0.11382471024990082,0.7184609174728394,negative,False
2016-04-21,city.nagpur,Bulk rate of onion down to 5-7/kg; potato rising,Onion,0.011192632839083672,0.022235888987779617,0.9665714502334595,negative,False
2016-05-03,city.nashik,NAFED procures 625 tonnes of onion so far as buffer,Onion,0.5451143383979797,0.44296562671661377,0.01192006841301918,positive,False
2016-05-03,city.nashik,Onion farmer fails to break even; dumps crop on road,Onion,0.010078700259327888,0.04187624529004097,0.9480449557304382,negative,False
2016-05-06,city.pune,Farmers to boycott onion auction to protest price fall,Onion,0.017420515418052673,0.11060530692338943,0.8719741106033325,negative,False
2016-05-13,city.nashik,Onion prices dip slightly at Lasalgaon,Onion,0.0473506785929203,0.02076186239719391,0.9318875074386597,negative,False
2016-05-15,city.hubballi,Debt-ridden onion grower ends life in Vijayapura,Onion,0.023136934265494347,0.33650583028793335,0.640357255935669,negative,False
2016-05-17,city.nashik,Onion prices touch 2-year low,Onion,0.08076611161231995,0.17112380266189575,0.7481100559234619,negative,False
2016-05-17,city.nashik,Farmers demand better onion price,Onion,0.31880757212638855,0.6701998114585876,0.010992595925927162,neutral,False
2016-05-19,city.nashik,Onion prices up 25% in two days at Lasalgaon,Onion,0.01874491386115551,0.04118391498923302,0.9400711059570312,negative,True
2016-05-20,city.nashik,Farmers stay away from market; onion arrivals fall by 30%,Onion,0.007263919338583946,0.023376792669296265,0.9693593382835388,negative,False
2016-05-23,city.nashik,Fadnavis steps in to help state's onion farmers,Onion,0.6843398809432983,0.30543702840805054,0.01022305991500616,positive,False
2016-05-23,city.nashik,Chief Minister steps in to help Maha onion farmers,Onion,0.2722935378551483,0.7049493193626404,0.022757120430469513,neutral,False
2016-05-24,city.pune,Farmers in tears as onion prices dive,Onion,0.031959015876054764,0.10663164407014847,0.8614094257354736,negative,False
2016-05-26,city.nashik,Wholesale onion prices up by 12%,Onion,0.029366087168455124,0.03160575404763222,0.9390281438827515,negative,True
2016-05-30,city.nashik,Farmers body to stage agitation on Thursday to protest fall in onion prices,Onion,0.040919650346040726,0.0639970451593399,0.8950833082199097,negative,False
2016-06-01,city.bhopal,Yield glut; poor storage make onion farmers cry,Onion,0.008744895458221436,0.034888070076704025,0.956367015838623,negative,False
2016-06-02,city.bhopal,CM steps in to bail out stressed onion farmers,Onion,0.8078345656394958,0.17496199905872345,0.01720350608229637,positive,False
2016-06-05,city.bhopal,Private traders pip govt's onion move,Onion,0.20593766868114471,0.18688668310642242,0.6071756482124329,negative,False
2016-06-07,city.nashik,Onion arrivals up but prices remain steady,Onion,0.17272447049617767,0.06754833459854126,0.7597271800041199,negative,True
2016-06-07,city.indore,Onion crisis plotted by wholesalers?,Onion,0.021943572908639908,0.311240017414093,0.6668164134025574,negative,False
2016-06-11,city.coimbatore,Onion and tomato cultivation begins after 10-day delay,Onion,0.02560984529554844,0.9487313032150269,0.025658898055553436,neutral,False
2016-06-13,city.nashik,Onion farmers seek Minimum Support Price of Rs2;000 per quintal,Onion,0.06252896040678024,0.9189905524253845,0.018480569124221802,neutral,False
2016-06-16,city.nashik,Onion buffer stock of 4;500T to keep inflation under control,Onion,0.20504692196846008,0.7751777768135071,0.019775262102484703,neutral,False
2016-06-19,city.nashik,Onion buffer stock of 17;000 tonnes created,Onion,0.04691118001937866,0.937038004398346,0.016050847247242928,neutral,False
2016-06-21,city.nashik,Onion traders call off strike; auction to resume today,Onion,0.028420068323612213,0.5795289278030396,0.39205098152160645,neutral,False
2016-06-23,city.bhopal,Madhya Pradesh CM's onion plan turns Rs 100-crore tear-jerker,Onion,0.09894848614931107,0.40970927476882935,0.4913422167301178,negative,False
2016-06-23,city.nashik,6% hike in onion prices at Lasalgaon,Onion,0.029528221115469933,0.031188955530524254,0.9392828345298767,negative,True
2016-06-24,city.coimbatore,Small onion price may touch Rs50 per kg during monsoon,Onion,0.07062505185604095,0.8800612092018127,0.049313727766275406,neutral,False
2016-06-28,city.nashik,After glut; onion shortage scare looms large,Onion,0.014609044417738914,0.06898719817399979,0.9164037704467773,negative,False
2016-07-05,city.nashik,Onion prices may shoot up after Ramzan,Onion,0.2623143792152405,0.1514958292245865,0.5861898064613342,negative,True
2016-07-13,city.aurangabad,6-year-old dead as dad shoves onion in throat as punishment,Onion,0.07074704766273499,0.4695843458175659,0.4596686363220215,neutral,False
2016-07-20,india,Amendments to Child Labour Bill: Minister recalls days as onion seller,Onion,0.02203867770731449,0.4778500497341156,0.5001112818717957,negative,False
2016-07-20,city.hyderabad,Bandaru Dattatreya recalls days as onion seller,Onion,0.08145289123058319,0.8437615633010864,0.074785515666008,neutral,False
2016-07-26,city.nashik,Onion auction in gunny bags now,Onion,0.06006445735692978,0.9187441468238831,0.021191425621509552,neutral,False
2016-07-27,city.nashik,After 17 days of stir; onion auction starts at Lasalgaon,Onion,0.03981428220868111,0.9391216039657593,0.021064110100269318,neutral,False
2016-07-27,city.nashik,After stir of 17 days; onion auction starts at Lasalgaon,Onion,0.033309534192085266,0.940895676612854,0.025794794782996178,neutral,False
2016-07-29,city.nashik,Onion auction in gunny bags a damp squib,Onion,0.06890382617712021,0.8244507312774658,0.10664545744657516,neutral,False
2016-08-06,city.nashik,Onion scarcity looms; cultivation yet to begin,Onion,0.05564913526177406,0.8904578685760498,0.05389299988746643,neutral,False
2016-08-08,city.nashik,Onion supply down 75% over gunny bag row,Onion,0.008930156007409096,0.023583488538861275,0.9674863815307617,negative,False
2016-08-20,city.nashik,Onion prices tumble to Rs 650 per quintal,Onion,0.0100364089012146,0.030488643795251846,0.9594749808311462,negative,False
2016-08-24,city.nashik,Onion plantation on at snail's pace,Onion,0.14882691204547882,0.8043341636657715,0.046838898211717606,neutral,False
